Statement,Header,Field Name,Field Value
Statement,Data,Title,Activity Summary
Statement,Data,Period,"April 25, 2025"
Statement,Data,WhenGenerated,"2025-08-06, 01:52:06 EDT"
Disclaimer,Header,Field Name,Field Value
Disclaimer,Data,Disclaimer,"This Activity Summary is provided as a convenience to customers who have accounts with multiple Interactive Brokers companies in multiple jurisdictions. Positions and cash shown on this Activity Summary may be held at different Interactive Brokers companies in different countries, subject to different regulatory rules and protections. This Activity Summary does not serve as your formal customer statement. Customer statements for each IB company are available under Account Management when you log in to the IB website."
Trades,Header,DataDiscriminator,Asset Category,Currency,Account,Symbol,Date/Time,Quantity,T. Price,C. Price,Proceeds,Comm/Fee,Basis,Realized P/L,MTM P/L,Code
Trades,Data,Order,Stocks,HKD,U18135473,941,"2025-04-24, 23:39:35","20,000",81,80.85,-1620000,-2606.05,1622606.05,0,-3000,O;P
Trades,SubTotal,,Stocks,HKD,941,,,20000,,,-1620000,-2606.05,1622606.05,0,-3000,
Trades,Total,,Stocks,HKD,,,,,,,-1620000,-2606.05,1622606.05,0,-3000, 
Trades,Total,,Stocks,USD,,,,,,,-208850.4,-335.971966,209186.371966,0,-386.76, 
Trades,Data,Order,Stocks,USD,U18135473,DG,"2025-04-25, 13:50:17","2,200",93.910226364,93.56,-206602.498,-4.944434,206607.442434,0,-770.498,O;P
Trades,SubTotal,,Stocks,USD,DG,,,2200,,,-206602.498,-4.944434,206607.442434,0,-770.498,
Trades,Data,Order,Stocks,USD,U18135473,EXC,"2025-04-25, 13:04:05",500,45.943,46.22,-22971.5,-0.751535,22972.251535,0,138.5,O;P
Trades,Data,Order,Stocks,USD,U18135473,EXC,"2025-04-25, 14:10:43","4,307",46.176368702,46.22,-198881.62,-3.98777629,198885.60777629,0,187.92,O;P
Trades,SubTotal,,Stocks,USD,EXC,,,4807,,,-221853.12,-4.73931129,221857.85931129,0,326.42,
Trades,Data,Order,Stocks,USD,U18135473,MSTR,"2025-04-25, 13:11:31",-140,370.55,368.71,51877,-1.55657785,-40947.992587,10927.450834,257.6,C;P
Trades,SubTotal,,Stocks,USD,MSTR,,,-140,,,51877,-1.55657785,-40947.992587,10927.450834,257.6,
Trades,Data,Order,Stocks,USD,U18135473,TQQQ,"2025-04-25, 13:06:52","-5,100",53.7907,53.86,274332.57,-10.780460446,-271386.826665,2934.962873,-353.43,C;IM;P
Trades,Data,Order,Stocks,USD,U18135473,TQQQ,"2025-04-25, 14:49:39","-36,500",53.890937658,53.86,1967019.2245,-82.860774441,-1943823.332652,23113.031069,1129.2245,C;IM;P
Trades,SubTotal,,Stocks,USD,TQQQ,,,-41600,,,2241351.7945,-93.641234887,-2215210.159317,26047.993942,775.7945,
Trades,Total,,Stocks,USD,,,,,,,1864773.1765,-104.881558027,-1827692.85015871,36975.444776,589.3165, 
Disclaimer,Header,Field Name,Field Value
Disclaimer,Data,Disclaimer,"Assets held at Interactive Brokers (U.K.) Limited are subject to the UK Financial Services Compensation Scheme but are not protected by the U.S. Securities Investor Protection Corporation ("SIPC"). Assets held at Interactive Brokers LLC are subject to SIPC but are not protected under the UK Financial Services Compensation Scheme. As with all securities firms, SIPC coverage provides protection against failure of a broker-dealer, not against loss of market value of securities.  Futures and options on futures are not covered by SIPC."
