Statement,Header,Field Name,Field Value
Statement,Data,Title,Activity Summary
Statement,Data,Period,"March 26, 2025"
Statement,Data,WhenGenerated,"2025-08-06, 01:46:19 EDT"
Disclaimer,Header,Field Name,Field Value
Disclaimer,Data,Disclaimer,"This Activity Summary is provided as a convenience to customers who have accounts with multiple Interactive Brokers companies in multiple jurisdictions. Positions and cash shown on this Activity Summary may be held at different Interactive Brokers companies in different countries, subject to different regulatory rules and protections. This Activity Summary does not serve as your formal customer statement. Customer statements for each IB company are available under Account Management when you log in to the IB website."
Trades,Header,DataDiscriminator,Asset Category,Currency,Account,Symbol,Date/Time,Quantity,T. Price,C. Price,Proceeds,Comm/Fee,Basis,Realized P/L,MTM P/L,Code
Trades,Data,Order,Stocks,HKD,U18135473,1810,"2025-03-26, 02:26:49","5,000",53.9,53.95,-269500,-433.0475,269933.0475,0,250,O
Trades,SubTotal,,Stocks,HKD,1810,,,5000,,,-269500,-433.0475,269933.0475,0,250,
Trades,Data,Order,Stocks,HKD,U18135473,2359,"2025-03-25, 22:46:56","3,800",66.721052632,66.9,-253540,-418.3209,253958.3209,0,680,O;P
Trades,SubTotal,,Stocks,HKD,2359,,,3800,,,-253540,-418.3209,253958.3209,0,680,
Trades,Data,Order,Stocks,HKD,U18135473,2828,"2025-03-25, 22:45:31","3,800",88.2,88.52,-335160,-202.7718,335362.7718,0,1216,O
Trades,SubTotal,,Stocks,HKD,2828,,,3800,,,-335160,-202.7718,335362.7718,0,1216,
Trades,Data,Order,Stocks,HKD,U18135473,3067,"2025-03-25, 22:41:57","30,000",11.6,11.67,-348000,-210.54,348210.54,0,2100,O
Trades,SubTotal,,Stocks,HKD,3067,,,30000,,,-348000,-210.54,348210.54,0,2100,
Trades,Data,Order,Stocks,HKD,U18135473,700,"2025-03-25, 22:51:23",200,505,506.5,-101000,-162.105,101162.105,0,300,O
Trades,SubTotal,,Stocks,HKD,700,,,200,,,-101000,-162.105,101162.105,0,300,
Trades,Total,,Stocks,HKD,,,,,,,-1307200,-1426.7852,1308626.7852,0,4546, 
Trades,Total,,Stocks,USD,,,,,,,-168105.92,-183.48457672,168289.40457672,0,584.6156, 
Trades,Data,Order,Stocks,USD,U18135473,AMZN,"2025-03-26, 10:05:09",300,201.810666667,201.13,-60543.2,-0.680151749,60543.880151749,0,-204.2,O;P
Trades,SubTotal,,Stocks,USD,AMZN,,,300,,,-60543.2,-0.680151749,60543.880151749,0,-204.2,
Trades,Data,Order,Stocks,USD,U18135473,BSX,"2025-03-26, 10:30:33",500,102.408,102.34,-51204,-2.10878625,51206.10878625,0,-34,O;P
Trades,SubTotal,,Stocks,USD,BSX,,,500,,,-51204,-2.10878625,51206.10878625,0,-34,
Trades,Data,Order,Stocks,USD,U18135473,CTAS,"2025-03-26, 10:11:07",400,207.289,204.71,-82915.6,-0.867029,82916.467029,0,-1031.6,O;P
Trades,SubTotal,,Stocks,USD,CTAS,,,400,,,-82915.6,-0.867029,82916.467029,0,-1031.6,
Trades,Data,Order,Stocks,USD,U18135473,GS,"2025-03-26, 10:09:30",100,578.603,573.92,-57860.3,-0.24475725,57860.54475725,0,-468.3,O;P
Trades,SubTotal,,Stocks,USD,GS,,,100,,,-57860.3,-0.24475725,57860.54475725,0,-468.3,
Trades,Data,Order,Stocks,USD,U18135473,JPM,"2025-03-26, 10:07:44",20,254.06,251.03,-5081.2,-0.33095725,5081.53095725,0,-60.6,O
Trades,Data,Order,Stocks,USD,U18135473,JPM,"2025-03-26, 10:36:00",180,252.235555556,251.03,-45402.4,-0.43876305,45402.83876305,0,-217,O;P
Trades,SubTotal,,Stocks,USD,JPM,,,200,,,-50483.6,-0.7697203,50484.3697203,0,-277.6,
Trades,Data,Order,Stocks,USD,U18135473,MLPX,"2025-03-26, 10:42:34",800,64.7825,64.68,-51826,-1.710058,51827.710058,0,-82,O;P
Trades,SubTotal,,Stocks,USD,MLPX,,,800,,,-51826,-1.710058,51827.710058,0,-82,
Trades,Data,Order,Stocks,USD,U18135473,MSTR,"2025-03-26, 10:08:56",200,328.803,329.31,-65760.6,-0.3315145,65760.9315145,0,101.4,O;P
Trades,SubTotal,,Stocks,USD,MSTR,,,200,,,-65760.6,-0.3315145,65760.9315145,0,101.4,
Trades,Data,Order,Stocks,USD,U18135473,NVDA,"2025-03-26, 10:03:01",100,115.652,113.76,-11565.2,-0.21597725,11565.41597725,0,-189.2,O;P
Trades,Data,Order,Stocks,USD,U18135473,NVDA,"2025-03-26, 10:33:02",440,114.322045455,113.76,-50301.7,-1.1336319,50302.8336319,0,-247.3,O;P
Trades,Data,Order,Stocks,USD,U18135473,NVDA,"2025-03-26, 13:48:44",20,113.095,113.76,-2261.9,-0.35517725,2262.25517725,0,13.3,O
Trades,Data,Order,Stocks,USD,U18135473,NVDA,"2025-03-26, 14:01:44",220,113.243636364,113.76,-24913.6,-0.70758595,24914.30758595,0,113.6,O;P
Trades,SubTotal,,Stocks,USD,NVDA,,,780,,,-89042.4,-2.41237235,89044.81237235,0,-309.6,
Trades,Data,Order,Stocks,USD,U18135473,PLTR,"2025-03-26, 10:28:31",50,93.62,92.28,-4681,-0.25700725,4681.25700725,0,-67,O;P
Trades,Data,Order,Stocks,USD,U18135473,PLTR,"2025-03-26, 11:46:46",550,92.016818182,92.28,-50609.25,-1.371764875,50610.621764875,0,144.75,O;P
